Year,Month,Day,Hour,Minute,Temperature,DHI,Wind Speed,Pressure,Wind Direction,GHI,DNI,Relative Humidity
2019,1,6,21,30,15.5,0,4.4,1014,51,0,0,47.73
2019,1,6,22,30,14.9,0,4.4,1014,58,0,0,48.78
2019,1,6,23,30,14.7,0,4.4,1014,63,0,0,48.81
2019,1,7,0,30,13.9,0,4.2,1016,74,0,0,51.26
2019,1,7,1,30,14.3,0,4.5,1016,81,0,0,50.03
2019,1,7,2,30,16,49,4.8,1017,86,99,351,44.97
2019,1,7,3,30,18.9,91,4.9,1017,83,314,649,37.15
2019,1,7,4,30,22.2,112,5,1017,74,518,795,29.61
2019,1,7,5,30,24.7,120,4.6,1016,65,676,874,23.89
2019,1,7,6,30,26.4,140,4.3,1015,58,759,875,20.28
2019,1,7,7,30,27.6,140,4,1014,51,778,883,18.07
2019,1,7,8,30,28.2,135,3.9,1013,43,723,866,18.26
2019,1,7,9,30,28.2,129,3.9,1012,38,595,804,19.6
2019,1,7,10,30,27.6,110,3.6,1012,35,413,701,20.86
2019,1,7,11,30,25.2,77,3.2,1013,32,198,497,24.2
2019,1,7,12,30,22.8,12,3.2,1014,33,15,72,27.36
2019,1,7,13,30,21.7,0,3.6,1014,40,0,0,27.69
2019,1,7,14,30,20.8,0,3.8,1015,49,0,0,28.78
2019,1,7,15,30,19.8,0,3.8,1015,58,0,0,31.38
2019,1,7,16,30,18.9,0,3.7,1015,67,0,0,34.39
2019,1,7,17,30,18,0,3.6,1015,76,0,0,37.21
2019,1,7,18,30,17.3,0,3.6,1015,84,0,0,39.32
2019,1,7,19,30,16.7,0,3.6,1014,90,0,0,41.04
2019,1,7,20,30,16.2,0,3.7,1014,94,0,0,41.87
2019,1,7,21,30,15.6,0,3.7,1014,96,0,0,43.6
2019,1,7,22,30,15.1,0,3.7,1014,96,0,0,45.3
2019,1,7,23,30,14.8,0,3.8,1014,97,0,0,46.27
2019,1,8,0,30,14.1,0,3.8,1015,97,0,0,48.39
2019,1,8,1,30,14.4,0,4.1,1016,97,0,0,47.46
2019,1,8,2,30,16.1,50,4.4,1017,95,90,280,42.58
2019,1,8,3,30,18.9,105,4.5,1017,93,297,562,35.18
2019,1,8,4,30,22.3,134,4.3,1017,90,497,709,28.11
2019,1,8,5,30,25.1,149,3.7,1016,75,653,790,22.94
2019,1,8,6,30,27,159,3.1,1015,46,743,824,19.18
2019,1,8,7,30,28,159,3,1013,17,763,834,18.46
2019,1,8,8,30,28.3,153,3.1,1012,181,709,817,19.66
2019,1,8,9,30,28.2,141,3.3,1012,355,585,763,20.6
2019,1,8,10,30,27.4,119,3.1,1012,353,406,662,21.72
2019,1,8,11,30,25,80,2.8,1012,351,195,462,25.1
2019,1,8,12,30,22.6,12,2.8,1013,354,15,66,28.94
2019,1,8,13,30,21.6,0,3,1014,183,0,0,30.24
2019,1,8,14,30,20.8,0,3.1,1014,15,0,0,31.52
2019,1,8,15,30,20,0,3.1,1014,29,0,0,33.03
2019,1,8,16,30,19.2,0,3.1,1014,41,0,0,34.99
2019,1,8,17,30,18.4,0,3,1014,54,0,0,37.58
2019,1,8,18,30,17.6,0,3,1014,65,0,0,40.65
2019,1,8,19,30,16.9,0,2.9,1014,72,0,0,43.65
2019,1,8,20,30,16.4,0,2.9,1013,73,0,0,45.65
2019,1,8,21,30,15.9,0,3,1013,70,0,0,47.05
2019,1,8,22,30,15.5,0,3.1,1014,69,0,0,48.75
2019,1,8,23,30,15.3,0,3.1,1014,69,0,0,47.68
2019,1,9,0,30,14.8,0,3.1,1015,78,0,0,47.31
2019,1,9,1,30,15.6,0,2.9,1016,88,0,0,43.89
2019,1,9,2,30,17.8,51,3.2,1017,94,87,253,37.48
2019,1,9,3,30,20.8,110,3.4,1017,86,293,535,30.56
2019,1,9,4,30,23.8,143,3.4,1016,68,492,682,25
2019,1,9,5,30,26,289,3.2,1015,48,480,299,21.1
2019,1,9,6,30,27.4,184,3,1014,26,725,761,18.69
2019,1,9,7,30,28.1,187,3,1013,9,747,771,19.08
2019,1,9,8,30,28.3,180,3.1,1012,179,693,751,20.21
2019,1,9,9,30,28.2,163,3.3,1012,356,572,701,21.14
2019,1,9,10,30,27.4,137,3.3,1012,354,395,590,22.59
2019,1,9,11,30,25.2,91,2.9,1012,352,187,383,26.16
2019,1,9,12,30,23,11,2.9,1013,355,13,37,30.14
2019,1,9,13,30,22.1,0,3.3,1013,187,0,0,31.51
2019,1,9,14,30,21.3,0,3.5,1014,22,0,0,32.9
2019,1,9,15,30,20.5,0,3.5,1014,40,0,0,34.55
2019,1,9,16,30,19.7,0,3.5,1014,59,0,0,36.38
2019,1,9,17,30,18.8,0,3.4,1013,76,0,0,38.6
2019,1,9,18,30,18,0,3.2,1013,88,0,0,41.03
2019,1,9,19,30,17.3,0,3.2,1013,94,0,0,43.51
2019,1,9,20,30,16.6,0,3.1,1013,94,0,0,46.21
2019,1,9,21,30,16,0,3.1,1013,90,0,0,48.83
2019,1,9,22,30,15.4,0,3.2,1013,89,0,0,51.62
2019,1,9,23,30,15.2,0,3.2,1013,90,0,0,52.04
2019,1,10,0,30,14.7,0,3.1,1014,96,0,0,54.06
2019,1,10,1,30,15.2,0,3.4,1015,101,0,0,52.53
2019,1,10,2,30,17,51,3.6,1016,101,92,291,46.77
2019,1,10,3,30,19.8,102,3.6,1016,95,302,585,39.22
2019,1,10,4,30,23.3,130,3.5,1016,88,504,730,30.5
2019,1,10,5,30,26,145,3.1,1015,70,661,808,24.49
2019,1,10,6,30,27.6,165,2.7,1014,41,745,814,22.16
2019,1,10,7,30,28.4,164,2.7,1012,17,767,828,23
2019,1,10,8,30,28.7,308,2.8,1011,7,543,343,23.59
2019,1,10,9,30,28.5,155,2.8,1010,6,584,732,24.17
2019,1,10,10,30,27.8,128,2.6,1010,7,408,639,25.26
2019,1,10,11,30,25.6,87,2.2,1011,4,199,443,29.08
2019,1,10,12,30,23.4,14,2.4,1011,4,17,59,33.59
2019,1,10,13,30,22.5,0,2.8,1012,13,0,0,34.87
2019,1,10,14,30,21.8,0,3,1013,25,0,0,35.52
2019,1,10,15,30,21,0,2.9,1013,42,0,0,36.47
2019,1,10,16,30,20.2,0,2.9,1013,60,0,0,37.09
2019,1,10,17,30,19.5,0,2.8,1013,75,0,0,37.27
2019,1,10,18,30,18.8,0,2.7,1013,87,0,0,38.63
2019,1,10,19,30,18.2,0,2.6,1012,98,0,0,40.23
2019,1,10,20,30,17.6,0,2.6,1012,107,0,0,42.13
2019,1,10,21,30,17,0,2.5,1012,110,0,0,44.28
2019,1,10,22,30,16.5,0,2.3,1012,110,0,0,46.29
2019,1,10,23,30,16.2,0,2.3,1012,110,0,0,47.66
2019,1,11,0,30,15.7,0,2.2,1014,107,0,0,49.62
2019,1,11,1,30,16.4,0,2.4,1015,106,0,0,47.01
2019,1,11,2,30,18.4,51,2.7,1016,105,87,261,41.22
2019,1,11,3,30,21.2,105,2.9,1016,87,295,554,34.17
2019,1,11,4,30,24.1,134,3,1016,60,494,702,27.53
2019,1,11,5,30,26.4,149,3,1015,38,649,782,23.4
2019,1,11,6,30,27.7,182,2.7,1014,15,728,765,22.72
2019,1,11,7,30,28.5,184,2.6,1012,173,749,774,22.73
2019,1,11,8,30,28.7,177,2.8,1011,340,696,755,22.36
2019,1,11,9,30,28.4,259,2.9,1011,336,442,312,22.8
2019,1,11,10,30,27.5,188,2.7,1011,335,222,75,24.25
2019,1,11,11,30,25.5,82,2.2,1011,333,82,0,27.73
2019,1,11,12,30,23.6,12,1.9,1012,336,12,0,32.01
2019,1,11,13,30,22.8,0,2,1013,345,0,0,34.28
2019,1,11,14,30,22.2,0,2,1013,176,0,0,35.77
2019,1,11,15,30,21.5,0,1.9,1013,11,0,0,37.23
2019,1,11,16,30,20.9,0,1.8,1013,30,0,0,38.06
2019,1,11,17,30,20.4,0,1.8,1013,52,0,0,37.45
2019,1,11,18,30,19.9,0,1.8,1013,76,0,0,35.4
2019,1,11,19,30,19.4,0,1.8,1012,98,0,0,35.3
2019,1,11,20,30,18.8,0,1.8,1012,116,0,0,37.22
2019,1,11,21,30,18.3,0,1.8,1012,129,0,0,39.86
2019,1,11,22,30,17.8,0,1.8,1011,137,0,0,42.55
2019,1,11,23,30,17.6,0,1.8,1011,141,0,0,44.22
2019,1,12,0,30,17,0,1.8,1012,143,0,0,46.48
2019,1,12,1,30,17.4,0,1.8,1013,144,0,0,44.63
2019,1,12,2,30,19.1,50,1.9,1014,146,90,284,39.78
2019,1,12,3,30,21.6,101,1.8,1015,146,300,579,33.73
2019,1,12,4,30,24.3,129,1.3,1014,222,501,725,26.89
2019,1,12,5,30,26.5,144,1.2,1014,294,657,800,23.17
2019,1,12,6,30,27.7,170,1.7,1013,288,741,798,24.53
2019,1,12,7,30,28.3,172,2.1,1012,287,762,806,24.64
2019,1,12,8,30,28.3,166,2.4,1011,289,707,784,24.95
2019,1,12,9,30,28,159,2.4,1011,292,581,713,25.58
2019,1,12,10,30,27.3,133,2.1,1011,296,406,615,26.43
2019,1,12,11,30,25.4,91,1.5,1011,300,200,422,29.42
2019,1,12,12,30,23.4,16,1.2,1012,305,18,60,33.39
2019,1,12,13,30,22.4,0,1.2,1012,314,0,0,36.25
2019,1,12,14,30,21.9,0,1.2,1013,327,0,0,38.53
2019,1,12,15,30,21.4,0,1.2,1013,339,0,0,40.73
2019,1,12,16,30,20.9,0,1.3,1013,352,0,0,43.03
2019,1,12,17,30,20.4,0,1.4,1013,185,0,0,45.76
2019,1,12,18,30,19.8,0,1.7,1013,15,0,0,47.55
2019,1,12,19,30,19.1,0,2,1013,25,0,0,47.77
2019,1,12,20,30,18.4,0,2.2,1013,35,0,0,50.82
2019,1,12,21,30,17.7,0,2.3,1013,47,0,0,55.92
2019,1,12,22,30,17.1,0,2.3,1013,56,0,0,60.21
2019,1,12,23,30,16.9,0,2.2,1013,60,0,0,62.02
2019,1,13,0,30,16.3,0,2.1,1014,76,0,0,63.76
2019,1,13,1,30,16.9,0,2.1,1015,89,0,0,60.57
2019,1,13,2,30,18.8,54,2.1,1016,94,86,225,53.1
2019,1,13,3,30,21.6,114,2.3,1017,67,290,513,43.96
2019,1,13,4,30,24.3,148,2.8,1017,31,488,661,36.63
2019,1,13,5,30,26.2,166,3.2,1016,18,643,742,32.93
2019,1,13,6,30,27.3,182,3,1015,11,732,768,31.98
2019,1,13,7,30,27.9,182,2.9,1014,4,755,781,30.8
2019,1,13,8,30,28.1,173,2.9,1013,179,708,773,29.95
2019,1,13,9,30,28,154,3.1,1012,355,590,733,29.72
2019,1,13,10,30,27.5,129,3.2,1012,353,415,640,30.3
2019,1,13,11,30,25.7,88,2.8,1013,349,206,452,33.5
2019,1,13,12,30,23.6,17,2.7,1013,347,21,71,37.93
2019,1,13,13,30,22.7,0,3.1,1014,353,0,0,39.55
2019,1,13,14,30,22.2,0,3.5,1015,181,0,0,39.84
2019,1,13,15,30,21.5,0,3.8,1015,8,0,0,40.57
2019,1,13,16,30,20.8,0,3.9,1015,14,0,0,41.78
2019,1,13,17,30,20,0,3.9,1015,23,0,0,43.77
2019,1,13,18,30,19.1,0,3.8,1014,34,0,0,46.62
2019,1,13,19,30,18.4,0,3.9,1014,41,0,0,49.57
2019,1,13,20,30,17.8,0,4.1,1014,45,0,0,52.22
2019,1,13,21,30,17.3,0,4.4,1014,50,0,0,53.83
2019,1,13,22,30,16.9,0,4.5,1014,56,0,0,54.49
2019,1,13,23,30,16.7,0,4.5,1014,59,0,0,53.92
2019,1,14,0,30,16.1,0,4.6,1015,71,0,0,55.71
2019,1,14,1,30,16.2,0,4.9,1016,79,0,0,55.65
2019,1,14,2,30,17.7,51,5.1,1017,82,90,275,50.73
2019,1,14,3,30,20.7,104,5.1,1017,79,300,573,42.15
2019,1,14,4,30,24.1,132,5.3,1017,73,502,719,34.05
2019,1,14,5,30,26.6,148,5.2,1016,63,660,795,28.94
2019,1,14,6,30,27.9,171,4.8,1015,52,745,800,28.16
2019,1,14,7,30,28.6,170,4.5,1014,47,769,814,28.03
2019,1,14,8,30,28.9,160,4.5,1012,48,720,808,27.8
2019,1,14,9,30,28.9,156,4.6,1012,49,596,739,27.55
2019,1,14,10,30,28.4,130,4.4,1012,49,420,646,27.81
2019,1,14,11,30,26.4,89,3.7,1012,48,210,457,30.83
2019,1,14,12,30,24.2,18,3.4,1013,47,22,82,34.87
2019,1,14,13,30,23.1,0,3.7,1014,50,0,0,36.43
2019,1,14,14,30,22.2,0,3.9,1014,56,0,0,37.52
2019,1,14,15,30,21.3,0,4.1,1015,62,0,0,38.97
2019,1,14,16,30,20.4,0,4.2,1015,66,0,0,40.86
2019,1,14,17,30,19.5,0,4.2,1015,69,0,0,43.41
2019,1,14,18,30,18.7,0,4.2,1015,73,0,0,45.89
2019,1,14,19,30,18,0,4.1,1015,77,0,0,48.19
2019,1,14,20,30,17.2,0,4.1,1014,81,0,0,50.85
2019,1,14,21,30,16.6,0,4,1014,86,0,0,52.86
2019,1,14,22,30,16.1,0,4,1014,91,0,0,54.57
2019,1,14,23,30,15.9,0,4,1014,94,0,0,55.48
2019,1,15,0,30,15.4,0,3.8,1015,95,0,0,57.59
2019,1,15,1,30,15.7,0,4.1,1016,93,0,0,56.73
2019,1,15,2,30,17.3,51,4.5,1017,91,89,269,51.2
2019,1,15,3,30,20.3,106,4.6,1017,93,299,561,42.21
2019,1,15,4,30,23.7,135,4.4,1017,96,502,710,33.57
2019,1,15,5,30,26.5,149,3.6,1016,88,657,788,28.03
2019,1,15,6,30,28.2,185,2.7,1014,67,735,763,26.19
2019,1,15,7,30,29.1,313,2.2,1013,42,630,430,25.55
2019,1,15,8,30,29.6,176,2,1012,21,706,760,24.62
2019,1,15,9,30,29.6,233,2.1,1012,7,499,444,24.24
2019,1,15,10,30,28.9,192,2.3,1012,174,305,250,24.94
2019,1,15,11,30,26.7,97,2.4,1012,350,197,377,28.53
2019,1,15,12,30,24.5,16,2.6,1013,179,19,61,32.77
2019,1,15,13,30,23.5,0,2.8,1014,17,0,0,34.56
2019,1,15,14,30,22.8,0,2.9,1014,38,0,0,35.79
2019,1,15,15,30,22,0,3,1015,61,0,0,36.97
2019,1,15,16,30,21.3,0,3.2,1015,80,0,0,37.33
2019,1,15,17,30,20.5,0,3.2,1014,94,0,0,37.73
2019,1,15,18,30,19.8,0,3.2,1014,103,0,0,39.25
2019,1,15,19,30,19.2,0,3.2,1013,108,0,0,41.42
2019,1,15,20,30,18.5,0,3.1,1013,110,0,0,44.12
2019,1,15,21,30,17.9,0,2.9,1013,111,0,0,46.16
2019,1,15,22,30,17.4,0,2.7,1013,112,0,0,47.69
2019,1,15,23,30,17.1,0,2.6,1013,112,0,0,48.71
2019,1,16,0,30,16.4,0,2.5,1014,115,0,0,51.33
2019,1,16,1,30,16.9,0,2.8,1015,117,0,0,50.46
2019,1,16,2,30,18.7,52,3,1016,120,79,194,45.82
2019,1,16,3,30,21.3,124,2.4,1016,129,280,452,39.58
2019,1,16,4,30,24.7,167,1.5,1016,169,477,599,32.61
2019,1,16,5,30,27.3,190,0.9,1015,233,630,681,27.24
2019,1,16,6,30,28.7,202,1.1,1014,277,724,723,25.22
2019,1,16,7,30,29.6,203,1.6,1013,292,748,736,25.94
2019,1,16,8,30,30,195,1.9,1012,298,698,720,25.56
2019,1,16,9,30,30.1,180,2,1011,303,581,666,24.68
2019,1,16,10,30,29.5,149,1.9,1011,306,408,570,24.68
2019,1,16,11,30,27.5,98,1.4,1011,305,204,396,27.37
2019,1,16,12,30,25.3,17,1.2,1012,306,22,79,31.22
2019,1,16,13,30,24.3,0,1.1,1013,313,0,0,33.38
2019,1,16,14,30,23.7,0,1.1,1013,325,0,0,34.26
2019,1,16,15,30,23.1,0,1.2,1014,342,0,0,35.79
2019,1,16,16,30,22.4,0,1.2,1014,180,0,0,38.23
2019,1,16,17,30,21.7,0,1.3,1014,19,0,0,40.11
2019,1,16,18,30,21,0,1.5,1014,37,0,0,40.99
2019,1,16,19,30,20.4,0,1.7,1013,51,0,0,40.01
2019,1,16,20,30,19.8,0,2,1013,61,0,0,37.11
2019,1,16,21,30,19.3,0,2.1,1012,69,0,0,38.58
2019,1,16,22,30,19,0,2.1,1012,77,0,0,40.79
2019,1,16,23,30,18.9,0,2.1,1013,80,0,0,42.45
2019,1,17,0,30,18.5,0,2.1,1013,94,0,0,44.62
2019,1,17,1,30,18.9,0,2,1014,100,0,0,44.45
2019,1,17,2,30,20.5,50,2.1,1015,99,89,277,41.05
2019,1,17,3,30,23,106,2.6,1016,66,299,558,35.79
2019,1,17,4,30,25.9,137,3,1015,28,502,703,28.4
2019,1,17,5,30,27.9,155,3.1,1015,12,660,779,24.15
2019,1,17,6,30,29.1,172,3,1014,177,748,795,24.05
2019,1,17,7,30,29.7,174,3,1012,344,774,808,23.49
2019,1,17,8,30,29.9,166,3,1011,336,724,795,23.13
2019,1,17,9,30,29.8,157,2.9,1011,333,602,734,22.97
2019,1,17,10,30,29.1,131,2.7,1011,333,427,645,23.61
2019,1,17,11,30,27,91,2.1,1011,334,217,466,26.5
2019,1,17,12,30,24.7,21,1.8,1011,338,27,105,30.71
2019,1,17,13,30,23.7,0,1.8,1012,346,0,0,32.83
2019,1,17,14,30,23,0,1.9,1012,176,0,0,34.4
2019,1,17,15,30,22.4,0,1.9,1013,7,0,0,35.95
2019,1,17,16,30,21.7,0,2.1,1013,19,0,0,37.27
2019,1,17,17,30,21,0,2.3,1013,35,0,0,37.79
2019,1,17,18,30,20.3,0,2.6,1012,52,0,0,36.56
2019,1,17,19,30,19.5,0,2.7,1012,67,0,0,36.16
2019,1,17,20,30,18.8,0,2.6,1012,78,0,0,38.7
2019,1,17,21,30,18.2,0,2.4,1012,85,0,0,41.26
2019,1,17,22,30,17.8,0,2.3,1012,91,0,0,42.8
2019,1,17,23,30,17.6,0,2.2,1012,94,0,0,43.48
2019,1,18,0,30,17.2,0,2.2,1013,99,0,0,44.65
2019,1,18,1,30,18,0,2.6,1014,101,0,0,42.46
2019,1,18,2,30,20.1,49,3,1015,102,94,322,37.22
2019,1,18,3,30,23,95,3.2,1015,98,310,622,31.14
2019,1,18,4,30,26.2,120,3,1015,93,515,760,25.55
