Year,Month,Day,Hour,Minute,Temperature,Wind Speed,Pressure,Wind Direction,Relative Humidity,UTC,GHI
2017,1,1,0,30,19.0,1.5,1012,96,67.73,1483210800.0,0
2017,1,1,1,30,19.2,1.5,1013,91,64.43,1483214400.0,0
2017,1,1,2,30,20.8,1.8,1014,87,56.83,1483218000.0,87
2017,1,1,3,30,23.4,1.9,1014,67,46.23,1483221600.0,287
2017,1,1,4,30,26.1,2.1,1014,44,37.1,1483225200.0,478
2017,1,1,5,30,28.4,2.2,1014,32,30.9,1483228800.0,626
2017,1,1,6,30,29.7,2.0,1013,15,29.51,1483232400.0,703
2017,1,1,7,30,30.4,2.1,1012,177,27.98,1483236000.0,722
2017,1,1,8,30,30.6,2.2,1011,343,26.9,1483239600.0,668
2017,1,1,9,30,30.3,2.3,1010,335,27.3,1483243200.0,553
2017,1,1,10,30,29.4,2.1,1010,328,28.82,1483246800.0,378
2017,1,1,11,30,27.2,1.7,1011,320,34.34,1483250400.0,174
2017,1,1,12,30,25.1,1.5,1011,316,40.06,1483254000.0,8
2017,1,1,13,30,24.2,1.4,1012,319,41.98,1483257600.0,0
2017,1,1,14,30,23.6,1.4,1013,325,43.34,1483261200.0,0
2017,1,1,15,30,23.1,1.3,1013,334,44.92,1483264800.0,0
2017,1,1,16,30,22.6,1.4,1013,347,46.99,1483268400.0,0
2017,1,1,17,30,22.1,1.6,1013,181,47.93,1483272000.0,0
2017,1,1,18,30,21.5,1.9,1013,17,45.81,1483275600.0,0
2017,1,1,19,30,20.7,2.1,1013,33,46.23,1483279200.0,0
2017,1,1,20,30,19.8,2.2,1013,44,50.99,1483282800.0,0
2017,1,1,21,30,19.1,2.2,1013,52,55.23,1483286400.0,0
2017,1,1,22,30,18.5,2.2,1013,60,58.34,1483290000.0,0
2017,1,1,23,30,18.3,2.2,1013,66,59.06,1483293600.0,0
2017,1,2,0,30,17.7,2.2,1014,84,59.91,1483297200.0,0
2017,1,2,1,30,18.1,2.2,1014,93,57.47,1483300800.0,0
2017,1,2,2,30,19.9,2.5,1015,98,51.38,1483304400.0,95
2017,1,2,3,30,22.7,2.7,1016,85,41.37,1483308000.0,302
2017,1,2,4,30,25.6,2.8,1016,56,31.99,1483311600.0,498
2017,1,2,5,30,27.7,2.9,1015,35,26.62,1483315200.0,648
2017,1,2,6,30,29.0,2.8,1015,23,23.88,1483318800.0,730
2017,1,2,7,30,29.7,2.7,1014,14,24.52,1483322400.0,746
2017,1,2,8,30,29.9,2.7,1013,6,24.9,1483326000.0,689
2017,1,2,9,30,29.7,2.9,1012,180,25.14,1483329600.0,563
2017,1,2,10,30,28.9,2.9,1012,355,26.38,1483333200.0,385
2017,1,2,11,30,26.7,2.6,1013,350,31.12,1483336800.0,178
2017,1,2,12,30,24.5,2.7,1014,351,36.2,1483340400.0,9
2017,1,2,13,30,23.7,3.1,1014,179,36.48,1483344000.0,0
2017,1,2,14,30,23.0,3.4,1015,11,36.68,1483347600.0,0
2017,1,2,15,30,22.2,3.6,1015,24,37.58,1483351200.0,0
2017,1,2,16,30,21.4,3.5,1015,39,39.22,1483354800.0,0
2017,1,2,17,30,20.5,3.4,1015,52,41.81,1483358400.0,0
2017,1,2,18,30,19.8,3.3,1015,65,44.14,1483362000.0,0
2017,1,2,19,30,19.2,3.2,1015,78,46.24,1483365600.0,0
2017,1,2,20,30,18.6,3.2,1014,88,48.28,1483369200.0,0
2017,1,2,21,30,18.2,3.2,1014,94,49.68,1483372800.0,0
2017,1,2,22,30,17.7,3.4,1014,96,51.5,1483376400.0,0
2017,1,2,23,30,17.5,3.5,1014,97,52.33,1483380000.0,0
2017,1,3,0,30,17.0,3.7,1015,98,54.88,1483383600.0,0
2017,1,3,1,30,17.2,4.1,1016,98,55.38,1483387200.0,0
2017,1,3,2,30,18.7,4.4,1016,96,51.25,1483390800.0,89
2017,1,3,3,30,21.4,4.6,1017,94,43.65,1483394400.0,291
2017,1,3,4,30,24.5,4.6,1017,89,35.89,1483398000.0,484
2017,1,3,5,30,27.0,4.1,1016,77,29.64,1483401600.0,634
2017,1,3,6,30,28.6,3.6,1015,65,25.56,1483405200.0,721
2017,1,3,7,30,29.5,3.2,1013,56,25.25,1483408800.0,739
2017,1,3,8,30,29.9,3.0,1012,49,26.17,1483412400.0,684
2017,1,3,9,30,29.9,3.0,1012,46,26.35,1483416000.0,569
2017,1,3,10,30,29.2,2.7,1012,45,27.6,1483419600.0,391
2017,1,3,11,30,27.0,2.2,1012,45,32.86,1483423200.0,184
2017,1,3,12,30,24.8,2.2,1012,50,38.23,1483426800.0,11
2017,1,3,13,30,23.9,2.5,1013,61,39.5,1483430400.0,0
2017,1,3,14,30,23.2,2.7,1013,73,40.21,1483434000.0,0
2017,1,3,15,30,22.5,2.9,1014,82,40.69,1483437600.0,0
2017,1,3,16,30,21.7,2.9,1014,89,41.13,1483441200.0,0
2017,1,3,17,30,20.9,2.8,1014,95,42.78,1483444800.0,0
2017,1,3,18,30,20.2,2.7,1013,101,45.41,1483448400.0,0
2017,1,3,19,30,19.5,2.7,1013,105,48.33,1483452000.0,0
2017,1,3,20,30,19.0,2.7,1013,107,50.64,1483455600.0,0
2017,1,3,21,30,18.4,2.7,1012,108,53.0,1483459200.0,0
2017,1,3,22,30,18.0,2.7,1012,109,54.72,1483462800.0,0
2017,1,3,23,30,17.8,2.7,1013,110,55.76,1483466400.0,0
2017,1,4,0,30,17.3,2.8,1013,113,57.81,1483470000.0,0
2017,1,4,1,30,17.9,3.1,1014,115,55.96,1483473600.0,0
2017,1,4,2,30,19.7,3.3,1015,114,50.09,1483477200.0,95
2017,1,4,3,30,22.5,2.9,1015,104,41.65,1483480800.0,303
2017,1,4,4,30,25.8,2.6,1015,86,33.21,1483484400.0,501
2017,1,4,5,30,28.1,2.2,1015,65,26.39,1483488000.0,653
2017,1,4,6,30,29.3,1.7,1013,39,26.36,1483491600.0,751
2017,1,4,7,30,30.0,1.7,1012,12,25.98,1483495200.0,768
2017,1,4,8,30,30.2,2.0,1011,174,25.35,1483498800.0,712
2017,1,4,9,30,30.0,2.1,1011,345,25.72,1483502400.0,576
2017,1,4,10,30,29.3,2.0,1011,340,27.06,1483506000.0,399
2017,1,4,11,30,27.1,1.7,1011,334,32.31,1483509600.0,189
2017,1,4,12,30,24.9,1.5,1012,333,38.74,1483513200.0,12
2017,1,4,13,30,24.0,1.5,1013,341,41.01,1483516800.0,0
2017,1,4,14,30,23.4,1.5,1013,176,42.63,1483520400.0,0
2017,1,4,15,30,23.0,1.4,1013,18,43.24,1483524000.0,0
2017,1,4,16,30,22.5,1.3,1013,45,43.7,1483527600.0,0
2017,1,4,17,30,22.0,1.3,1013,71,42.25,1483531200.0,0
2017,1,4,18,30,21.3,1.2,1012,91,38.68,1483534800.0,0
2017,1,4,19,30,20.6,1.1,1012,106,38.51,1483538400.0,0
2017,1,4,20,30,20.0,1.1,1012,117,40.23,1483542000.0,0
2017,1,4,21,30,19.6,1.3,1012,123,41.57,1483545600.0,0
2017,1,4,22,30,19.3,1.4,1012,125,43.25,1483549200.0,0
2017,1,4,23,30,19.1,1.5,1012,126,45.73,1483552800.0,0
2017,1,5,0,30,18.6,1.8,1013,128,49.56,1483556400.0,0
2017,1,5,1,30,18.9,1.9,1014,132,50.99,1483560000.0,0
2017,1,5,2,30,20.6,2.0,1015,137,48.33,1483563600.0,93
2017,1,5,3,30,23.2,1.9,1015,127,39.85,1483567200.0,300
2017,1,5,4,30,25.9,1.5,1015,73,32.69,1483570800.0,497
2017,1,5,5,30,27.7,1.3,1014,172,28.28,1483574400.0,649
2017,1,5,6,30,28.8,1.4,1013,305,25.24,1483578000.0,725
2017,1,5,7,30,29.4,1.7,1011,298,27.23,1483581600.0,743
2017,1,5,8,30,29.6,2.0,1010,297,26.97,1483585200.0,689
2017,1,5,9,30,29.3,2.1,1010,298,26.93,1483588800.0,576
2017,1,5,10,30,28.6,2.0,1010,299,27.23,1483592400.0,398
2017,1,5,11,30,26.6,1.5,1010,301,30.88,1483596000.0,191
2017,1,5,12,30,24.5,1.2,1011,304,36.05,1483599600.0,13
2017,1,5,13,30,23.6,1.2,1011,310,37.88,1483603200.0,0
2017,1,5,14,30,23.1,1.1,1012,318,38.89,1483606800.0,0
2017,1,5,15,30,22.9,1.1,1012,327,39.52,1483610400.0,0
2017,1,5,16,30,22.7,1.3,1012,342,42.48,1483614000.0,0
2017,1,5,17,30,22.4,1.4,1011,201,42.15,1483617600.0,0
2017,1,5,18,30,21.7,1.5,1011,91,46.74,1483621200.0,0
2017,1,5,19,30,21.0,1.6,1011,136,52.28,1483624800.0,0
2017,1,5,20,30,20.2,1.6,1010,142,57.16,1483628400.0,0
2017,1,5,21,30,19.6,1.6,1010,145,61.48,1483632000.0,0
2017,1,5,22,30,19.2,1.6,1010,148,64.62,1483635600.0,0
2017,1,5,23,30,19.0,1.6,1011,150,66.48,1483639200.0,0
2017,1,6,0,30,18.7,1.8,1012,154,66.6,1483642800.0,0
2017,1,6,1,30,18.9,1.8,1013,160,65.57,1483646400.0,0
2017,1,6,2,30,20.1,1.9,1013,181,60.93,1483650000.0,88
2017,1,6,3,30,22.1,1.9,1014,230,54.34,1483653600.0,291
2017,1,6,4,30,24.4,1.7,1014,245,45.49,1483657200.0,486
2017,1,6,5,30,26.4,1.5,1013,233,36.19,1483660800.0,637
2017,1,6,6,30,27.5,1.5,1012,242,31.31,1483664400.0,725
2017,1,6,7,30,28.2,1.8,1011,253,29.7,1483668000.0,744
2017,1,6,8,30,28.3,2.3,1010,260,30.33,1483671600.0,690
2017,1,6,9,30,27.9,2.5,1009,264,33.88,1483675200.0,560
2017,1,6,10,30,27.1,2.5,1009,266,36.62,1483678800.0,386
2017,1,6,11,30,25.2,2.1,1010,267,42.75,1483682400.0,182
2017,1,6,12,30,23.2,1.9,1010,267,50.81,1483686000.0,12
2017,1,6,13,30,22.1,2.0,1011,263,56.14,1483689600.0,0
2017,1,6,14,30,21.5,2.1,1011,255,62.17,1483693200.0,0
2017,1,6,15,30,20.9,2.2,1011,241,68.86,1483696800.0,0
2017,1,6,16,30,20.4,2.3,1011,227,75.72,1483700400.0,0
2017,1,6,17,30,19.9,2.3,1011,217,82.51,1483704000.0,0
2017,1,6,18,30,19.5,2.3,1010,211,88.44,1483707600.0,0
2017,1,6,19,30,19.2,2.2,1010,207,93.39,1483711200.0,0
2017,1,6,20,30,19.0,2.1,1010,203,96.87,1483714800.0,0
2017,1,6,21,30,18.8,1.9,1010,197,99.26,1483718400.0,0
2017,1,6,22,30,18.6,1.8,1009,191,100.0,1483722000.0,0
2017,1,6,23,30,18.5,1.8,1010,189,100.0,1483725600.0,0
2017,1,7,0,30,18.2,1.7,1010,179,100.0,1483729200.0,0
2017,1,7,1,30,18.9,2.0,1011,174,96.18,1483732800.0,0
2017,1,7,2,30,20.6,2.4,1011,177,84.68,1483736400.0,84
2017,1,7,3,30,22.8,2.4,1011,195,73.59,1483740000.0,282
2017,1,7,4,30,24.8,2.4,1011,222,63.08,1483743600.0,473
2017,1,7,5,30,26.1,2.6,1011,242,56.06,1483747200.0,622
2017,1,7,6,30,26.8,2.9,1009,254,53.29,1483750800.0,484
2017,1,7,7,30,27.1,3.2,1008,260,51.98,1483754400.0,721
2017,1,7,8,30,27.1,3.5,1007,265,51.7,1483758000.0,503
2017,1,7,9,30,26.8,3.5,1007,267,52.62,1483761600.0,542
2017,1,7,10,30,26.2,3.4,1007,266,54.82,1483765200.0,374
2017,1,7,11,30,24.9,2.9,1008,260,59.92,1483768800.0,178
2017,1,7,12,30,23.4,2.7,1008,248,68.28,1483772400.0,12
2017,1,7,13,30,22.5,3.0,1009,233,76.18,1483776000.0,0
2017,1,7,14,30,22.1,3.3,1009,220,81.91,1483779600.0,0
2017,1,7,15,30,21.7,3.4,1010,214,87.14,1483783200.0,0
2017,1,7,16,30,21.3,3.3,1009,213,90.94,1483786800.0,0
2017,1,7,17,30,21.0,3.1,1009,218,93.49,1483790400.0,0
2017,1,7,18,30,20.7,2.9,1009,223,95.61,1483794000.0,0
2017,1,7,19,30,20.4,2.6,1008,229,97.23,1483797600.0,0
2017,1,7,20,30,20.1,2.4,1008,234,98.32,1483801200.0,0
2017,1,7,21,30,19.9,2.3,1008,240,97.96,1483804800.0,0
2017,1,7,22,30,19.6,2.2,1008,245,97.21,1483808400.0,0
2017,1,7,23,30,19.6,2.2,1008,248,94.03,1483812000.0,0
2017,1,8,0,30,19.4,2.1,1009,249,91.99,1483815600.0,0
2017,1,8,1,30,19.8,2.1,1010,246,87.17,1483819200.0,0
2017,1,8,2,30,21.1,2.2,1011,245,78.86,1483822800.0,85
2017,1,8,3,30,22.9,2.3,1012,243,67.71,1483826400.0,285
2017,1,8,4,30,24.5,2.4,1012,243,58.92,1483830000.0,475
2017,1,8,5,30,25.8,2.5,1011,253,52.62,1483833600.0,626
2017,1,8,6,30,26.7,2.6,1010,265,48.41,1483837200.0,702
2017,1,8,7,30,27.2,2.8,1009,274,45.92,1483840800.0,479
2017,1,8,8,30,27.4,2.9,1008,281,44.7,1483844400.0,496
2017,1,8,9,30,27.2,2.8,1008,287,44.82,1483848000.0,399
2017,1,8,10,30,26.6,2.6,1008,293,46.32,1483851600.0,387
2017,1,8,11,30,25.2,1.9,1008,298,50.09,1483855200.0,185
2017,1,8,12,30,23.7,1.4,1009,303,55.31,1483858800.0,14
2017,1,8,13,30,22.9,1.5,1009,311,56.22,1483862400.0,0
2017,1,8,14,30,22.3,1.7,1010,320,54.92,1483866000.0,0
2017,1,8,15,30,21.6,1.9,1010,328,53.57,1483869600.0,0
2017,1,8,16,30,20.8,2.2,1010,336,54.55,1483873200.0,0
2017,1,8,17,30,20.0,2.5,1010,342,56.37,1483876800.0,0
2017,1,8,18,30,19.1,2.8,1010,349,58.88,1483880400.0,0
2017,1,8,19,30,18.1,2.9,1010,177,61.86,1483884000.0,0
2017,1,8,20,30,17.2,2.9,1009,9,64.38,1483887600.0,0
2017,1,8,21,30,16.4,2.8,1009,23,66.34,1483891200.0,0
2017,1,8,22,30,15.7,2.6,1009,40,67.86,1483894800.0,0
2017,1,8,23,30,15.4,2.4,1010,49,67.61,1483898400.0,0
2017,1,9,0,30,14.9,2.2,1010,71,68.27,1483902000.0,0
2017,1,9,1,30,15.6,2.1,1011,81,62.87,1483905600.0,0
2017,1,9,2,30,17.4,2.1,1012,86,53.21,1483909200.0,90
2017,1,9,3,30,19.9,1.8,1013,59,43.98,1483912800.0,298
2017,1,9,4,30,22.7,1.9,1013,171,36.55,1483916400.0,498
2017,1,9,5,30,24.8,2.4,1013,307,32.37,1483920000.0,652
2017,1,9,6,30,26.0,2.9,1012,304,29.08,1483923600.0,737
2017,1,9,7,30,26.7,3.2,1011,304,26.62,1483927200.0,758
2017,1,9,8,30,26.9,3.4,1010,305,25.82,1483930800.0,705
2017,1,9,9,30,26.7,3.3,1010,307,25.95,1483934400.0,583
2017,1,9,10,30,26.1,2.9,1010,309,26.47,1483938000.0,407
2017,1,9,11,30,24.3,2.1,1010,309,29.13,1483941600.0,200
2017,1,9,12,30,22.3,1.6,1011,309,33.77,1483945200.0,16
2017,1,9,13,30,21.5,1.6,1011,311,34.71,1483948800.0,0
2017,1,9,14,30,21.0,1.7,1012,315,35.93,1483952400.0,0
2017,1,9,15,30,20.4,1.9,1012,320,39.36,1483956000.0,0
2017,1,9,16,30,19.8,2.2,1012,326,44.72,1483959600.0,0
2017,1,9,17,30,19.0,2.5,1012,335,52.24,1483963200.0,0
2017,1,9,18,30,18.2,2.7,1012,348,60.71,1483966800.0,0
2017,1,9,19,30,17.4,2.9,1011,181,68.57,1483970400.0,0
2017,1,9,20,30,16.7,3.1,1011,13,73.18,1483974000.0,0
2017,1,9,21,30,16.1,3.1,1011,22,76.75,1483977600.0,0
2017,1,9,22,30,15.6,3.1,1011,33,78.73,1483981200.0,0
2017,1,9,23,30,15.4,3.1,1011,38,77.82,1483984800.0,0
2017,1,10,0,30,15.0,2.8,1013,61,77.5,1483988400.0,0
2017,1,10,1,30,15.6,2.7,1014,79,72.12,1483992000.0,0
2017,1,10,2,30,17.3,2.6,1014,88,62.26,1483995600.0,84
2017,1,10,3,30,19.8,2.7,1015,72,51.11,1483999200.0,287
2017,1,10,4,30,22.4,2.8,1015,53,42.34,1484002800.0,480
2017,1,10,5,30,24.5,2.9,1014,43,36.47,1484006400.0,633
2017,1,10,6,30,25.9,2.8,1013,32,32.31,1484010000.0,713
2017,1,10,7,30,26.8,2.7,1012,24,29.68,1484013600.0,734
2017,1,10,8,30,27.3,2.8,1011,19,28.38,1484017200.0,682
2017,1,10,9,30,27.2,2.9,1011,15,28.77,1484020800.0,575
2017,1,10,10,30,26.7,2.9,1011,12,29.81,1484024400.0,398
2017,1,10,11,30,24.7,2.6,1011,183,34.34,1484028000.0,191
2017,1,10,12,30,22.6,2.6,1012,357,40.87,1484031600.0,15
2017,1,10,13,30,21.7,3.0,1013,180,44.32,1484035200.0,0
2017,1,10,14,30,21.1,3.3,1013,4,47.49,1484038800.0,0
2017,1,10,15,30,20.5,3.4,1014,9,50.97,1484042400.0,0
2017,1,10,16,30,19.8,3.5,1014,15,54.62,1484046000.0,0
2017,1,10,17,30,19.1,3.5,1014,24,57.9,1484049600.0,0
2017,1,10,18,30,18.3,3.5,1013,34,60.8,1484053200.0,0
2017,1,10,19,30,17.5,3.5,1013,42,63.18,1484056800.0,0
2017,1,10,20,30,16.9,3.6,1013,46,64.1,1484060400.0,0
2017,1,10,21,30,16.3,3.6,1013,47,62.23,1484064000.0,0
2017,1,10,22,30,15.7,3.5,1013,51,62.16,1484067600.0,0
2017,1,10,23,30,15.4,3.4,1013,54,62.14,1484071200.0,0
2017,1,11,0,30,14.8,3.2,1014,60,63.6,1484074800.0,0
2017,1,11,1,30,15.5,3.2,1015,65,59.54,1484078400.0,0
2017,1,11,2,30,17.3,3.4,1015,66,52.54,1484082000.0,86
2017,1,11,3,30,19.8,3.5,1016,54,43.67,1484085600.0,292
2017,1,11,4,30,22.4,3.4,1016,34,35.94,1484089200.0,492
2017,1,11,5,30,24.4,3.3,1015,15,31.04,1484092800.0,647
2017,1,11,6,30,25.6,3.2,1014,178,27.64,1484096400.0,742
2017,1,11,7,30,26.4,3.2,1012,346,25.47,1484100000.0,765
2017,1,11,8,30,26.7,3.3,1011,340,24.3,1484103600.0,717
2017,1,11,9,30,26.5,3.3,1011,336,24.18,1484107200.0,577
2017,1,11,10,30,25.9,3.2,1011,334,24.97,1484110800.0,403
2017,1,11,11,30,24.0,2.6,1012,331,28.22,1484114400.0,198
2017,1,11,12,30,21.9,2.3,1012,330,32.95,1484118000.0,18
2017,1,11,13,30,21.0,2.3,1013,335,34.02,1484121600.0,0
2017,1,11,14,30,20.3,2.3,1013,344,35.16,1484125200.0,0
2017,1,11,15,30,19.7,2.4,1013,176,36.71,1484128800.0,0
2017,1,11,16,30,19.0,2.5,1013,9,39.18,1484132400.0,0
2017,1,11,17,30,18.2,2.7,1013,24,42.87,1484136000.0,0
2017,1,11,18,30,17.5,2.9,1013,39,46.8,1484139600.0,0
2017,1,11,19,30,16.7,3.0,1013,53,50.94,1484143200.0,0
2017,1,11,20,30,16.1,3.0,1012,65,53.48,1484146800.0,0
2017,1,11,21,30,15.7,3.1,1012,72,53.05,1484150400.0,0
2017,1,11,22,30,15.3,3.0,1012,78,51.58,1484154000.0,0
2017,1,11,23,30,15.1,3.0,1012,81,51.68,1484157600.0,0
2017,1,12,0,30,14.6,3.0,1013,90,53.09,1484161200.0,0
2017,1,12,1,30,15.3,3.3,1013,96,50.51,1484164800.0,0
2017,1,12,2,30,17.3,3.8,1014,96,44.53,1484168400.0,96
2017,1,12,3,30,20.2,3.9,1015,85,36.8,1484172000.0,311
2017,1,12,4,30,22.9,4.0,1015,68,30.08,1484175600.0,516
2017,1,12,5,30,24.7,3.7,1014,57,25.06,1484179200.0,676
2017,1,12,6,30,25.8,3.3,1012,47,22.15,1484182800.0,762
2017,1,12,7,30,26.6,3.0,1011,38,20.21,1484186400.0,784
2017,1,12,8,30,26.9,2.8,1010,32,19.26,1484190000.0,731
2017,1,12,9,30,26.9,2.8,1009,26,19.14,1484193600.0,615
2017,1,12,10,30,26.4,2.6,1009,17,19.86,1484197200.0,433
2017,1,12,11,30,24.3,2.3,1009,184,23.19,1484200800.0,218
2017,1,12,12,30,22.0,2.6,1010,356,28.94,1484204400.0,24
2017,1,12,13,30,20.8,2.9,1011,179,31.97,1484208000.0,0
2017,1,12,14,30,20.0,3.1,1011,10,34.94,1484211600.0,0
2017,1,12,15,30,19.3,3.3,1012,26,37.94,1484215200.0,0
2017,1,12,16,30,18.5,3.4,1012,43,40.92,1484218800.0,0
2017,1,12,17,30,17.7,3.4,1011,60,43.4,1484222400.0,0
2017,1,12,18,30,17.0,3.3,1011,75,45.29,1484226000.0,0
2017,1,12,19,30,16.4,3.4,1011,86,46.78,1484229600.0,0
2017,1,12,20,30,15.9,3.5,1011,91,46.57,1484233200.0,0
2017,1,12,21,30,15.4,3.6,1011,92,46.69,1484236800.0,0
2017,1,12,22,30,15.0,3.7,1011,93,47.77,1484240400.0,0
2017,1,12,23,30,14.8,3.8,1011,95,48.31,1484244000.0,0
2017,1,13,0,30,14.3,4.0,1012,99,49.69,1484247600.0,0
2017,1,13,1,30,14.7,4.4,1013,101,48.13,1484251200.0,0
2017,1,13,2,30,16.6,4.8,1014,101,42.3,1484254800.0,99
2017,1,13,3,30,19.6,4.9,1014,99,34.51,1484258400.0,316
2017,1,13,4,30,23.0,4.7,1014,95,27.09,1484262000.0,523
2017,1,13,5,30,25.5,4.0,1013,82,22.93,1484265600.0,682
2017,1,13,6,30,26.9,3.5,1012,60,20.79,1484269200.0,783
2017,1,13,7,30,27.7,3.4,1011,37,19.97,1484272800.0,801
2017,1,13,8,30,27.9,3.7,1010,23,20.71,1484276400.0,748
2017,1,13,9,30,27.8,3.8,1010,21,21.74,1484280000.0,614
2017,1,13,10,30,27.2,3.6,1010,20,23.19,1484283600.0,434
2017,1,13,11,30,25.1,3.3,1010,15,26.8,1484287200.0,220
2017,1,13,12,30,22.9,3.4,1010,17,30.74,1484290800.0,25
2017,1,13,13,30,22.0,4.0,1011,31,30.97,1484294400.0,0
2017,1,13,14,30,21.3,4.3,1011,47,31.68,1484298000.0,0
2017,1,13,15,30,20.4,4.4,1011,62,33.75,1484301600.0,0
2017,1,13,16,30,19.4,4.2,1011,72,36.5,1484305200.0,0
2017,1,13,17,30,18.5,4.1,1011,80,39.04,1484308800.0,0
2017,1,13,18,30,17.8,4.0,1011,86,40.94,1484312400.0,0
2017,1,13,19,30,17.1,3.8,1010,91,42.74,1484316000.0,0
2017,1,13,20,30,16.5,3.8,1010,95,44.34,1484319600.0,0
2017,1,13,21,30,16.2,3.9,1010,98,45.02,1484323200.0,0
2017,1,13,22,30,16.0,4.2,1010,101,45.26,1484326800.0,0
2017,1,13,23,30,16.0,4.2,1010,103,44.56,1484330400.0,0
2017,1,14,0,30,15.8,4.3,1011,106,44.12,1484334000.0,0
2017,1,14,1,30,16.6,4.6,1012,109,41.71,1484337600.0,0
2017,1,14,2,30,18.6,4.8,1013,109,35.68,1484341200.0,84
2017,1,14,3,30,21.6,4.6,1013,112,28.67,1484344800.0,283
2017,1,14,4,30,24.9,4.1,1013,128,23.96,1484348400.0,472
2017,1,14,5,30,27.3,3.0,1013,154,23.89,1484352000.0,618
2017,1,14,6,30,28.5,2.3,1011,184,27.21,1484355600.0,693
2017,1,14,7,30,29.1,2.5,1010,214,31.92,1484359200.0,712
2017,1,14,8,30,29.1,2.8,1010,234,33.42,1484362800.0,660
2017,1,14,9,30,28.7,3.1,1009,244,35.31,1484366400.0,532
2017,1,14,10,30,27.9,3.1,1010,254,38.05,1484370000.0,212
2017,1,14,11,30,26.0,2.7,1011,266,44.23,1484373600.0,173
2017,1,14,12,30,24.2,2.2,1012,275,52.18,1484377200.0,12
2017,1,14,13,30,23.2,1.8,1012,278,57.62,1484380800.0,0
2017,1,14,14,30,22.6,1.5,1013,278,61.77,1484384400.0,0
2017,1,14,15,30,22.1,1.5,1014,279,65.47,1484388000.0,0
2017,1,14,16,30,21.9,1.4,1014,282,67.32,1484391600.0,0
2017,1,14,17,30,21.8,1.1,1014,155,68.43,1484395200.0,0
2017,1,14,18,30,21.4,0.8,1013,63,70.47,1484398800.0,0
2017,1,14,19,30,20.8,0.6,1013,105,73.18,1484402400.0,0
2017,1,14,20,30,20.3,0.7,1013,113,74.93,1484406000.0,0
2017,1,14,21,30,19.7,1.1,1012,123,77.15,1484409600.0,0
2017,1,14,22,30,19.2,1.4,1012,129,79.12,1484413200.0,0
2017,1,14,23,30,18.9,1.5,1012,130,79.57,1484416800.0,0
2017,1,15,0,30,18.5,1.9,1013,130,80.43,1484420400.0,0
2017,1,15,1,30,19.1,2.4,1014,130,75.89,1484424000.0,0
2017,1,15,2,30,21.0,2.7,1015,132,65.8,1484427600.0,68
2017,1,15,3,30,23.6,2.5,1015,140,54.02,1484431200.0,262
2017,1,15,4,30,26.0,1.9,1015,164,44.3,1484434800.0,451
2017,1,15,5,30,27.6,1.6,1015,201,41.04,1484438400.0,602
2017,1,15,6,30,28.4,1.9,1014,235,40.24,1484442000.0,698
2017,1,15,7,30,28.8,2.3,1012,256,38.94,1484445600.0,720
2017,1,15,8,30,28.8,2.7,1012,267,38.98,1484449200.0,671
2017,1,15,9,30,28.4,2.8,1011,272,40.01,1484452800.0,559
2017,1,15,10,30,27.7,2.7,1012,275,41.9,1484456400.0,392
2017,1,15,11,30,26.0,2.2,1012,277,46.77,1484460000.0,194
2017,1,15,12,30,24.0,1.8,1013,277,55.22,1484463600.0,19
2017,1,15,13,30,22.9,1.9,1013,274,61.42,1484467200.0,0
2017,1,15,14,30,22.2,2.0,1014,268,65.76,1484470800.0,0
2017,1,15,15,30,21.6,2.2,1014,260,69.59,1484474400.0,0
2017,1,15,16,30,21.1,2.4,1014,254,74.2,1484478000.0,0
2017,1,15,17,30,20.6,2.5,1014,251,79.68,1484481600.0,0
2017,1,15,18,30,20.1,2.5,1014,250,84.93,1484485200.0,0
2017,1,15,19,30,19.7,2.4,1013,255,88.0,1484488800.0,0
2017,1,15,20,30,19.3,2.3,1013,261,89.32,1484492400.0,0
2017,1,15,21,30,19.0,2.2,1013,264,88.79,1484496000.0,0
2017,1,15,22,30,18.9,2.0,1013,251,86.76,1484499600.0,0
2017,1,15,23,30,18.8,1.9,1013,240,85.35,1484503200.0,0
2017,1,16,0,30,18.5,1.8,1014,175,86.53,1484506800.0,0
2017,1,16,1,30,18.8,1.9,1015,159,85.47,1484510400.0,0
2017,1,16,2,30,20.1,2.0,1016,159,78.16,1484514000.0,81
2017,1,16,3,30,22.3,1.9,1016,177,62.77,1484517600.0,166
2017,1,16,4,30,24.5,1.7,1016,214,47.63,1484521200.0,366
2017,1,16,5,30,26.0,1.7,1016,242,41.65,1484524800.0,628
2017,1,16,6,30,26.9,1.9,1015,257,39.41,1484528400.0,630
2017,1,16,7,30,27.4,2.2,1013,269,38.57,1484532000.0,606
2017,1,16,8,30,27.5,2.3,1012,277,39.61,1484535600.0,551
2017,1,16,9,30,27.4,2.2,1012,282,38.79,1484539200.0,449
2017,1,16,10,30,27.0,1.9,1012,284,38.35,1484542800.0,303
2017,1,16,11,30,25.6,1.4,1012,286,40.41,1484546400.0,143
2017,1,16,12,30,24.1,1.0,1012,291,43.95,1484550000.0,18
2017,1,16,13,30,23.3,1.0,1013,300,45.61,1484553600.0,0
2017,1,16,14,30,22.8,1.0,1013,311,47.36,1484557200.0,0
2017,1,16,15,30,22.2,1.1,1014,319,49.78,1484560800.0,0
