Year,Month,Day,Hour,Minute,Temperature,Wind Speed,Pressure,Wind Direction,Relative Humidity,UTC,GHI
2017,7,17,5,30,28.8,5.1,1002,243,83.68,1500249600.0,171
2017,7,17,6,30,29.1,5.5,1001,243,82.46,1500253200.0,247
2017,7,17,7,30,29.3,5.8,1000,242,81.65,1500256800.0,284
2017,7,17,8,30,29.3,5.7,1000,243,81.84,1500260400.0,430
2017,7,17,9,30,29.3,5.5,1000,244,82.09,1500264000.0,160
2017,7,17,10,30,29.0,5.2,1000,244,83.92,1500267600.0,180
2017,7,17,11,30,28.6,4.9,1000,241,86.59,1500271200.0,36
2017,7,17,12,30,28.1,4.5,1000,239,90.25,1500274800.0,9
2017,7,17,13,30,27.7,4.3,1001,238,93.28,1500278400.0,3
2017,7,17,14,30,27.5,4.5,1001,238,94.24,1500282000.0,0
2017,7,17,15,30,27.3,4.7,1002,239,95.3,1500285600.0,0
2017,7,17,16,30,27.2,5.0,1002,240,95.58,1500289200.0,0
2017,7,17,17,30,27.1,5.1,1001,242,95.52,1500292800.0,0
2017,7,17,18,30,26.9,5.1,1001,245,96.07,1500296400.0,0
2017,7,17,19,30,26.8,4.9,1000,248,95.93,1500300000.0,0
2017,7,17,20,30,26.7,4.6,1000,251,95.94,1500303600.0,0
2017,7,17,21,30,26.7,4.1,999,254,95.55,1500307200.0,0
2017,7,17,22,30,26.6,3.7,999,257,96.12,1500310800.0,0
2017,7,17,23,30,26.6,3.5,999,258,96.24,1500314400.0,0
2017,7,18,0,30,26.8,3.2,1000,264,95.38,1500318000.0,0
2017,7,18,1,30,27.2,3.3,1001,267,94.13,1500321600.0,45
2017,7,18,2,30,27.6,3.5,1001,270,92.43,1500325200.0,16
2017,7,18,3,30,28.1,3.8,1001,271,89.9,1500328800.0,51
2017,7,18,4,30,28.5,4.0,1001,269,87.63,1500332400.0,55
2017,7,18,5,30,28.8,4.2,1000,265,86.13,1500336000.0,202
2017,7,18,6,30,29.0,4.5,1000,258,85.39,1500339600.0,456
2017,7,18,7,30,29.1,4.9,999,252,85.39,1500343200.0,74
2017,7,18,8,30,29.0,5.2,999,246,86.29,1500346800.0,143
2017,7,18,9,30,28.8,5.5,998,241,87.47,1500350400.0,279
2017,7,18,10,30,28.4,5.6,998,237,89.65,1500354000.0,425
2017,7,18,11,30,28.1,5.5,998,234,91.53,1500357600.0,307
2017,7,18,12,30,27.7,5.4,998,233,93.88,1500361200.0,108
2017,7,18,13,30,27.4,5.4,999,231,95.21,1500364800.0,19
2017,7,18,14,30,27.3,5.3,999,229,95.6,1500368400.0,0
2017,7,18,15,30,27.2,5.1,1000,227,96.1,1500372000.0,0
2017,7,18,16,30,27.1,4.8,1000,226,96.47,1500375600.0,0
2017,7,18,17,30,27.1,4.6,1000,226,96.27,1500379200.0,0
2017,7,18,18,30,27.0,4.3,999,225,96.51,1500382800.0,0
2017,7,18,19,30,26.9,3.9,999,225,96.69,1500386400.0,0
2017,7,18,20,30,26.8,3.5,998,225,96.66,1500390000.0,0
2017,7,18,21,30,26.7,3.0,998,228,96.58,1500393600.0,0
2017,7,18,22,30,26.6,2.5,998,234,96.56,1500397200.0,0
2017,7,18,23,30,26.5,2.3,998,237,96.49,1500400800.0,0
2017,7,19,0,30,26.8,2.0,999,251,94.38,1500404400.0,0
2017,7,19,1,30,27.3,2.0,999,268,92.49,1500408000.0,73
2017,7,19,2,30,27.8,1.8,999,279,89.02,1500411600.0,319
2017,7,19,3,30,28.2,1.4,1000,273,86.06,1500415200.0,467
2017,7,19,4,30,28.7,1.4,1000,252,82.29,1500418800.0,364
2017,7,19,5,30,28.9,1.7,999,237,80.7,1500422400.0,539
2017,7,19,6,30,29.0,2.1,999,233,80.39,1500426000.0,677
2017,7,19,7,30,29.0,2.3,998,236,80.66,1500429600.0,599
2017,7,19,8,30,28.9,2.5,998,239,81.51,1500433200.0,584
2017,7,19,9,30,28.7,2.8,997,242,82.75,1500436800.0,547
2017,7,19,10,30,28.4,3.0,997,242,84.49,1500440400.0,486
2017,7,19,11,30,27.9,3.1,997,239,87.49,1500444000.0,342
2017,7,19,12,30,27.5,3.0,997,233,90.28,1500447600.0,11
2017,7,19,13,30,27.1,2.9,997,225,93.4,1500451200.0,4
2017,7,19,14,30,26.9,2.9,998,217,94.96,1500454800.0,0
2017,7,19,15,30,26.8,2.9,998,212,95.68,1500458400.0,0
2017,7,19,16,30,26.8,2.8,998,206,95.86,1500462000.0,0
2017,7,19,17,30,26.7,2.8,998,202,96.47,1500465600.0,0
2017,7,19,18,30,26.7,2.8,997,203,96.34,1500469200.0,0
2017,7,19,19,30,26.6,2.8,997,206,96.89,1500472800.0,0
2017,7,19,20,30,26.6,2.8,997,208,96.84,1500476400.0,0
2017,7,19,21,30,26.5,2.7,996,208,97.29,1500480000.0,0
2017,7,19,22,30,26.5,2.6,996,205,97.29,1500483600.0,0
2017,7,19,23,30,26.4,2.5,996,203,97.86,1500487200.0,0
2017,7,20,0,30,26.7,2.7,996,181,96.28,1500490800.0,0
2017,7,20,1,30,27.1,3.2,997,164,95.57,1500494400.0,41
2017,7,20,2,30,27.6,3.8,997,158,93.76,1500498000.0,236
2017,7,20,3,30,28.1,4.3,997,165,91.64,1500501600.0,431
2017,7,20,4,30,28.5,4.8,997,178,89.71,1500505200.0,517
2017,7,20,5,30,28.7,5.3,997,191,89.2,1500508800.0,328
2017,7,20,6,30,28.8,5.8,996,202,89.35,1500512400.0,230
2017,7,20,7,30,28.8,6.1,996,210,89.78,1500516000.0,653
2017,7,20,8,30,28.7,6.3,996,216,90.55,1500519600.0,472
2017,7,20,9,30,28.7,6.3,996,220,90.64,1500523200.0,601
2017,7,20,10,30,28.5,6.1,996,223,91.62,1500526800.0,454
2017,7,20,11,30,28.3,5.8,996,224,93.09,1500530400.0,237
2017,7,20,12,30,27.9,5.5,996,222,95.49,1500534000.0,46
2017,7,20,13,30,27.7,5.4,997,219,96.26,1500537600.0,10
2017,7,20,14,30,27.5,5.4,997,216,96.93,1500541200.0,0
2017,7,20,15,30,27.4,5.2,997,216,97.12,1500544800.0,0
2017,7,20,16,30,27.4,5.1,998,218,96.66,1500548400.0,0
2017,7,20,17,30,27.3,4.9,998,221,96.7,1500552000.0,0
2017,7,20,18,30,27.3,4.7,997,222,96.11,1500555600.0,0
2017,7,20,19,30,27.2,4.6,997,223,96.51,1500559200.0,0
2017,7,20,20,30,27.2,4.5,996,226,96.37,1500562800.0,0
2017,7,20,21,30,27.2,4.5,996,229,96.49,1500566400.0,0
2017,7,20,22,30,27.2,4.3,996,230,96.75,1500570000.0,0
2017,7,20,23,30,27.2,4.2,996,231,96.94,1500573600.0,0
2017,7,21,0,30,27.3,3.9,997,231,96.5,1500577200.0,0
2017,7,21,1,30,27.7,3.9,998,230,95.26,1500580800.0,7
2017,7,21,2,30,28.1,4.0,998,230,93.53,1500584400.0,16
2017,7,21,3,30,28.6,4.1,998,232,90.58,1500588000.0,33
2017,7,21,4,30,29.0,4.4,998,236,87.54,1500591600.0,54
2017,7,21,5,30,29.3,4.7,998,242,85.21,1500595200.0,78
2017,7,21,6,30,29.3,5.3,997,249,84.7,1500598800.0,91
2017,7,21,7,30,29.1,6.0,997,250,86.44,1500602400.0,97
2017,7,21,8,30,28.8,6.9,996,241,89.61,1500606000.0,163
2017,7,21,9,30,28.4,7.9,996,230,92.88,1500609600.0,288
2017,7,21,10,30,28.0,8.7,996,226,95.21,1500613200.0,141
2017,7,21,11,30,27.8,9.1,996,227,95.76,1500616800.0,119
2017,7,21,12,30,27.6,9.1,996,232,96.55,1500620400.0,30
2017,7,21,13,30,27.6,8.6,997,237,96.8,1500624000.0,8
2017,7,21,14,30,27.5,7.8,998,241,97.88,1500627600.0,0
2017,7,21,15,30,27.5,7.2,998,243,97.88,1500631200.0,0
2017,7,21,16,30,27.4,6.9,999,242,98.0,1500634800.0,0
2017,7,21,17,30,27.3,6.7,998,242,97.95,1500638400.0,0
2017,7,21,18,30,27.3,6.7,998,244,97.52,1500642000.0,0
2017,7,21,19,30,27.2,6.7,998,248,97.29,1500645600.0,0
2017,7,21,20,30,27.0,6.7,997,252,96.98,1500649200.0,0
2017,7,21,21,30,26.9,6.5,997,255,96.39,1500652800.0,0
2017,7,21,22,30,26.8,6.2,997,257,96.27,1500656400.0,0
2017,7,21,23,30,26.7,6.0,998,258,96.64,1500660000.0,0
2017,7,22,0,30,26.8,5.6,999,262,96.21,1500663600.0,0
2017,7,22,1,30,27.1,5.6,999,264,95.18,1500667200.0,6
2017,7,22,2,30,27.4,5.7,1000,267,94.6,1500670800.0,17
2017,7,22,3,30,27.8,5.8,1000,268,92.66,1500674400.0,68
2017,7,22,4,30,28.0,5.9,1000,267,91.56,1500678000.0,337
2017,7,22,5,30,28.2,5.9,1000,263,90.62,1500681600.0,443
2017,7,22,6,30,28.4,5.9,1000,258,89.95,1500685200.0,572
2017,7,22,7,30,28.4,6.0,999,252,90.47,1500688800.0,525
2017,7,22,8,30,28.4,6.3,999,246,91.22,1500692400.0,382
2017,7,22,9,30,28.3,6.6,999,241,92.05,1500696000.0,92
2017,7,22,10,30,28.1,6.8,999,237,93.05,1500699600.0,166
2017,7,22,11,30,27.9,6.7,999,236,93.98,1500703200.0,244
2017,7,22,12,30,27.7,6.5,1000,236,94.86,1500706800.0,55
2017,7,22,13,30,27.4,6.3,1000,238,95.76,1500710400.0,20
2017,7,22,14,30,27.3,6.2,1001,239,95.64,1500714000.0,0
2017,7,22,15,30,27.2,6.1,1001,240,95.56,1500717600.0,0
2017,7,22,16,30,27.1,6.0,1001,240,95.5,1500721200.0,0
2017,7,22,17,30,27.0,5.8,1001,240,95.5,1500724800.0,0
2017,7,22,18,30,26.9,5.6,1000,240,95.77,1500728400.0,0
2017,7,22,19,30,26.8,5.6,1000,241,96.28,1500732000.0,0
2017,7,22,20,30,26.8,5.6,999,243,96.14,1500735600.0,0
2017,7,22,21,30,26.8,5.7,999,246,96.0,1500739200.0,0
2017,7,22,22,30,26.8,5.8,999,249,95.8,1500742800.0,0
2017,7,22,23,30,26.8,5.9,999,251,95.53,1500746400.0,0
2017,7,23,0,30,26.8,6.0,1000,252,95.54,1500750000.0,0
2017,7,23,1,30,27.1,6.2,1000,252,94.57,1500753600.0,6
2017,7,23,2,30,27.5,6.6,1001,254,93.51,1500757200.0,17
2017,7,23,3,30,27.8,7.0,1001,256,92.0,1500760800.0,33
2017,7,23,4,30,28.0,7.3,1001,256,90.55,1500764400.0,55
2017,7,23,5,30,28.2,7.3,1001,255,89.43,1500768000.0,150
2017,7,23,6,30,28.5,7.3,1001,254,88.09,1500771600.0,194
2017,7,23,7,30,28.7,7.2,1000,252,87.4,1500775200.0,188
2017,7,23,8,30,28.8,7.2,1000,249,87.17,1500778800.0,315
2017,7,23,9,30,28.8,7.2,999,247,87.11,1500782400.0,143
2017,7,23,10,30,28.6,7.1,999,245,88.17,1500786000.0,216
2017,7,23,11,30,28.3,6.9,999,244,89.19,1500789600.0,28
2017,7,23,12,30,27.9,6.7,1000,243,90.71,1500793200.0,16
2017,7,23,13,30,27.6,6.6,1000,241,91.16,1500796800.0,8
2017,7,23,14,30,27.3,6.5,1001,240,91.92,1500800400.0,0
2017,7,23,15,30,27.1,6.4,1001,239,92.49,1500804000.0,0
2017,7,23,16,30,27.0,6.3,1002,238,92.59,1500807600.0,0
2017,7,23,17,30,26.8,6.3,1002,239,93.4,1500811200.0,0
2017,7,23,18,30,26.8,6.2,1001,238,93.1,1500814800.0,0
2017,7,23,19,30,26.7,6.2,1000,236,93.36,1500818400.0,0
2017,7,23,20,30,26.7,6.2,1000,235,93.21,1500822000.0,0
2017,7,23,21,30,26.6,6.2,1000,236,93.54,1500825600.0,0
2017,7,23,22,30,26.6,6.3,1000,238,93.39,1500829200.0,0
2017,7,23,23,30,26.6,6.3,1000,240,93.4,1500832800.0,0
2017,7,24,0,30,26.7,6.5,1000,244,92.88,1500836400.0,0
2017,7,24,1,30,27.1,6.8,1001,246,91.73,1500840000.0,6
2017,7,24,2,30,27.5,7.1,1002,249,91.05,1500843600.0,14
2017,7,24,3,30,27.9,7.4,1002,252,89.06,1500847200.0,46
2017,7,24,4,30,28.1,7.4,1002,253,87.78,1500850800.0,129
2017,7,24,5,30,28.2,7.5,1002,253,87.33,1500854400.0,282
2017,7,24,6,30,28.2,7.4,1002,252,87.34,1500858000.0,316
2017,7,24,7,30,28.2,7.4,1001,250,87.52,1500861600.0,375
2017,7,24,8,30,28.0,7.4,1001,247,88.68,1500865200.0,525
2017,7,24,9,30,27.8,7.4,1000,244,89.41,1500868800.0,515
2017,7,24,10,30,27.6,7.3,1000,240,90.51,1500872400.0,359
2017,7,24,11,30,27.4,7.1,1000,237,91.72,1500876000.0,201
2017,7,24,12,30,27.1,7.0,1000,235,93.23,1500879600.0,56
2017,7,24,13,30,26.9,7.0,1001,237,93.86,1500883200.0,8
2017,7,24,14,30,26.8,6.9,1001,237,93.89,1500886800.0,0
2017,7,24,15,30,26.8,6.7,1001,234,93.69,1500890400.0,0
2017,7,24,16,30,26.7,6.8,1001,232,94.09,1500894000.0,0
2017,7,24,17,30,26.7,6.9,1001,231,94.04,1500897600.0,0
2017,7,24,18,30,26.7,7.1,1000,229,93.88,1500901200.0,0
2017,7,24,19,30,26.6,7.1,1000,228,94.25,1500904800.0,0
2017,7,24,20,30,26.6,7.2,999,230,93.84,1500908400.0,0
2017,7,24,21,30,26.6,7.1,999,232,93.54,1500912000.0,0
2017,7,24,22,30,26.6,7.0,999,232,93.46,1500915600.0,0
2017,7,24,23,30,26.7,6.9,999,232,93.05,1500919200.0,0
2017,7,25,0,30,26.9,6.9,1000,234,92.25,1500922800.0,0
2017,7,25,1,30,27.2,6.9,1000,238,91.51,1500926400.0,63
2017,7,25,2,30,27.7,7.1,1001,244,90.4,1500930000.0,73
2017,7,25,3,30,28.2,7.5,1001,248,88.58,1500933600.0,340
2017,7,25,4,30,28.6,7.8,1001,249,86.14,1500937200.0,341
2017,7,25,5,30,28.9,7.8,1001,247,84.11,1500940800.0,373
2017,7,25,6,30,29.1,7.8,1001,244,83.13,1500944400.0,374
2017,7,25,7,30,29.3,7.9,1000,241,82.2,1500948000.0,246
2017,7,25,8,30,29.4,8.0,1000,240,81.52,1500951600.0,387
2017,7,25,9,30,29.2,8.0,999,240,81.88,1500955200.0,348
2017,7,25,10,30,28.8,7.8,999,239,83.48,1500958800.0,277
2017,7,25,11,30,28.3,7.3,999,237,85.97,1500962400.0,20
2017,7,25,12,30,27.8,6.8,999,236,88.53,1500966000.0,9
2017,7,25,13,30,27.3,6.6,1000,236,90.53,1500969600.0,4
2017,7,25,14,30,27.0,6.6,1001,236,91.52,1500973200.0,0
2017,7,25,15,30,26.9,6.5,1001,235,91.84,1500976800.0,0
2017,7,25,16,30,26.7,6.4,1001,233,92.75,1500980400.0,0
2017,7,25,17,30,26.6,6.3,1001,233,93.3,1500984000.0,0
2017,7,25,18,30,26.5,6.1,1001,235,93.82,1500987600.0,0
2017,7,25,19,30,26.5,5.8,1001,237,93.54,1500991200.0,0
2017,7,25,20,30,26.5,5.6,1001,239,93.51,1500994800.0,0
2017,7,25,21,30,26.5,5.8,1000,237,93.34,1500998400.0,0
2017,7,25,22,30,26.4,5.9,1000,235,94.03,1501002000.0,0
2017,7,25,23,30,26.4,5.8,1000,234,94.11,1501005600.0,0
2017,7,26,0,30,26.7,5.7,1001,236,92.38,1501009200.0,0
2017,7,26,1,30,27.2,6.0,1001,238,90.67,1501012800.0,8
2017,7,26,2,30,27.8,6.5,1002,242,89.11,1501016400.0,185
2017,7,26,3,30,28.2,7.1,1002,245,86.96,1501020000.0,212
2017,7,26,4,30,28.6,7.3,1002,245,84.38,1501023600.0,448
2017,7,26,5,30,28.9,7.4,1002,245,82.46,1501027200.0,431
2017,7,26,6,30,29.1,7.5,1001,243,81.5,1501030800.0,389
2017,7,26,7,30,29.2,7.5,1001,242,81.07,1501034400.0,374
2017,7,26,8,30,29.1,7.5,1000,241,81.59,1501038000.0,281
2017,7,26,9,30,28.9,7.3,1000,240,82.71,1501041600.0,76
2017,7,26,10,30,28.6,7.0,1000,237,84.42,1501045200.0,85
2017,7,26,11,30,28.2,6.6,1000,234,86.96,1501048800.0,138
2017,7,26,12,30,27.7,6.3,1000,232,89.83,1501052400.0,25
2017,7,26,13,30,27.2,6.2,1001,231,91.97,1501056000.0,7
2017,7,26,14,30,27.0,6.1,1001,231,92.91,1501059600.0,0
2017,7,26,15,30,26.8,6.1,1002,230,94.16,1501063200.0,0
2017,7,26,16,30,26.7,6.2,1002,230,94.63,1501066800.0,0
2017,7,26,17,30,26.6,6.3,1002,231,94.15,1501070400.0,0
2017,7,26,18,30,26.5,6.3,1001,231,93.73,1501074000.0,0
2017,7,26,19,30,26.4,6.2,1001,231,93.78,1501077600.0,0
2017,7,26,20,30,26.4,6.1,1001,232,93.36,1501081200.0,0
2017,7,26,21,30,26.3,6.2,1000,231,93.73,1501084800.0,0
2017,7,26,22,30,26.3,6.3,1000,232,93.61,1501088400.0,0
2017,7,26,23,30,26.3,6.4,1001,233,93.55,1501092000.0,0
2017,7,27,0,30,26.4,6.4,1002,236,93.1,1501095600.0,0
2017,7,27,1,30,26.5,6.5,1002,238,93.19,1501099200.0,6
2017,7,27,2,30,26.8,6.6,1003,241,92.85,1501102800.0,14
2017,7,27,3,30,27.1,6.8,1003,244,92.64,1501106400.0,28
2017,7,27,4,30,27.3,7.1,1003,246,92.08,1501110000.0,47
2017,7,27,5,30,27.5,7.2,1003,248,91.06,1501113600.0,117
2017,7,27,6,30,27.6,7.1,1002,249,89.95,1501117200.0,132
2017,7,27,7,30,27.6,6.8,1002,248,90.16,1501120800.0,83
2017,7,27,8,30,27.5,6.4,1001,247,91.38,1501124400.0,134
2017,7,27,9,30,27.3,6.1,1001,246,93.18,1501128000.0,57
2017,7,27,10,30,27.2,5.7,1001,247,94.09,1501131600.0,37
2017,7,27,11,30,27.0,5.4,1001,249,94.89,1501135200.0,23
2017,7,27,12,30,26.7,5.0,1002,251,96.05,1501138800.0,11
2017,7,27,13,30,26.5,4.8,1002,255,96.01,1501142400.0,4
2017,7,27,14,30,26.4,4.4,1003,259,95.8,1501146000.0,0
2017,7,27,15,30,26.3,3.9,1003,263,95.94,1501149600.0,0
2017,7,27,16,30,26.2,3.6,1003,265,96.07,1501153200.0,0
2017,7,27,17,30,26.1,3.5,1003,265,96.12,1501156800.0,0
2017,7,27,18,30,26.0,3.4,1003,262,96.12,1501160400.0,0
2017,7,27,19,30,25.9,3.3,1002,258,96.1,1501164000.0,0
2017,7,27,20,30,25.9,3.3,1002,256,95.65,1501167600.0,0
2017,7,27,21,30,25.9,3.4,1002,257,95.38,1501171200.0,0
2017,7,27,22,30,25.9,3.4,1002,260,95.44,1501174800.0,0
2017,7,27,23,30,25.9,3.4,1003,262,95.64,1501178400.0,0
2017,7,28,0,30,26.0,3.7,1003,269,95.18,1501182000.0,0
2017,7,28,1,30,26.3,4.1,1004,274,94.41,1501185600.0,6
2017,7,28,2,30,26.7,4.3,1005,277,93.12,1501189200.0,16
2017,7,28,3,30,27.1,4.4,1005,278,91.28,1501192800.0,120
2017,7,28,4,30,27.5,4.4,1005,276,88.92,1501196400.0,165
2017,7,28,5,30,27.8,4.3,1005,273,87.27,1501200000.0,215
2017,7,28,6,30,28.1,4.3,1004,270,85.97,1501203600.0,263
2017,7,28,7,30,28.4,4.3,1003,265,84.87,1501207200.0,163
2017,7,28,8,30,28.4,4.2,1003,261,84.99,1501210800.0,236
2017,7,28,9,30,28.2,4.1,1003,257,85.98,1501214400.0,177
2017,7,28,10,30,27.8,4.0,1002,253,88.19,1501218000.0,124
2017,7,28,11,30,27.4,3.8,1002,248,90.9,1501221600.0,43
2017,7,28,12,30,27.0,3.6,1003,242,93.82,1501225200.0,14
2017,7,28,13,30,26.7,3.6,1003,238,95.45,1501228800.0,5
2017,7,28,14,30,26.6,3.7,1004,238,95.77,1501232400.0,0
2017,7,28,15,30,26.5,3.8,1004,240,96.02,1501236000.0,0
2017,7,28,16,30,26.3,4.0,1004,244,96.25,1501239600.0,0
2017,7,28,17,30,26.2,4.1,1004,250,95.19,1501243200.0,0
2017,7,28,18,30,26.0,4.1,1004,254,94.65,1501246800.0,0
2017,7,28,19,30,25.8,4.0,1004,255,94.53,1501250400.0,0
2017,7,28,20,30,25.7,3.8,1003,254,94.29,1501254000.0,0
2017,7,28,21,30,25.7,3.7,1003,251,94.21,1501257600.0,0
2017,7,28,22,30,25.6,3.7,1003,246,95.22,1501261200.0,0
2017,7,28,23,30,25.6,3.7,1003,244,95.73,1501264800.0,0
2017,7,29,0,30,25.9,4.2,1003,239,94.48,1501268400.0,0
2017,7,29,1,30,26.6,4.9,1004,240,92.79,1501272000.0,16
2017,7,29,2,30,27.3,5.3,1005,243,90.54,1501275600.0,303
2017,7,29,3,30,28.0,5.4,1005,245,87.12,1501279200.0,251
2017,7,29,4,30,28.4,5.4,1005,245,85.1,1501282800.0,232
2017,7,29,5,30,28.8,5.4,1005,244,83.31,1501286400.0,144
2017,7,29,6,30,29.0,5.5,1005,244,82.54,1501290000.0,359
2017,7,29,7,30,29.0,5.5,1004,243,82.49,1501293600.0,358
2017,7,29,8,30,29.0,5.6,1004,243,82.49,1501297200.0,393
2017,7,29,9,30,28.9,5.6,1003,244,82.7,1501300800.0,544
2017,7,29,10,30,28.6,5.5,1003,243,83.83,1501304400.0,57
2017,7,29,11,30,28.2,5.1,1003,240,85.58,1501308000.0,181
2017,7,29,12,30,27.6,4.6,1004,235,89.31,1501311600.0,68
2017,7,29,13,30,27.1,4.3,1004,229,92.36,1501315200.0,19
2017,7,29,14,30,26.8,4.2,1005,224,93.95,1501318800.0,0
2017,7,29,15,30,26.6,4.1,1006,220,95.29,1501322400.0,0
2017,7,29,16,30,26.5,4.0,1006,216,95.87,1501326000.0,0
2017,7,29,17,30,26.3,4.0,1005,214,96.73,1501329600.0,0
2017,7,29,18,30,26.2,4.0,1005,214,96.86,1501333200.0,0
2017,7,29,19,30,26.1,4.0,1004,216,96.72,1501336800.0,0
2017,7,29,20,30,26.0,3.9,1004,218,96.61,1501340400.0,0
2017,7,29,21,30,25.9,3.9,1003,223,96.44,1501344000.0,0
2017,7,29,22,30,25.9,3.8,1004,227,96.07,1501347600.0,0
2017,7,29,23,30,25.8,3.7,1004,228,96.39,1501351200.0,0
2017,7,30,0,30,26.1,3.9,1005,231,94.69,1501354800.0,0
2017,7,30,1,30,26.7,4.4,1006,235,93.11,1501358400.0,98
2017,7,30,2,30,27.4,4.8,1006,240,90.34,1501362000.0,224
2017,7,30,3,30,28.1,4.9,1006,242,87.12,1501365600.0,365
2017,7,30,4,30,28.7,5.0,1006,242,84.44,1501369200.0,555
2017,7,30,5,30,29.1,5.3,1006,241,82.91,1501372800.0,616
2017,7,30,6,30,29.3,5.7,1005,240,82.12,1501376400.0,710
2017,7,30,7,30,29.4,5.9,1004,239,81.8,1501380000.0,697
2017,7,30,8,30,29.3,6.1,1004,239,82.32,1501383600.0,717
2017,7,30,9,30,29.1,6.2,1003,238,82.96,1501387200.0,615
2017,7,30,10,30,28.7,6.1,1003,236,84.7,1501390800.0,490
2017,7,30,11,30,28.1,5.8,1003,235,87.32,1501394400.0,286
2017,7,30,12,30,27.5,5.4,1004,233,90.49,1501398000.0,92
2017,7,30,13,30,27.0,5.0,1004,230,92.91,1501401600.0,11
2017,7,30,14,30,26.7,4.8,1005,228,94.27,1501405200.0,0
2017,7,30,15,30,26.6,4.5,1005,227,94.81,1501408800.0,0
2017,7,30,16,30,26.5,4.3,1005,227,95.15,1501412400.0,0
2017,7,30,17,30,26.3,4.2,1005,229,95.93,1501416000.0,0
2017,7,30,18,30,26.2,4.2,1005,234,95.83,1501419600.0,0
2017,7,30,19,30,26.1,4.2,1004,238,95.56,1501423200.0,0
2017,7,30,20,30,26.0,4.0,1004,239,95.65,1501426800.0,0
2017,7,30,21,30,25.9,3.8,1003,238,95.69,1501430400.0,0
2017,7,30,22,30,25.8,3.8,1004,236,95.91,1501434000.0,0
2017,7,30,23,30,25.8,3.7,1004,235,95.5,1501437600.0,0
2017,7,31,0,30,26.0,3.8,1004,231,94.02,1501441200.0,0
2017,7,31,1,30,26.6,4.2,1005,231,92.21,1501444800.0,8
2017,7,31,2,30,27.3,4.7,1005,235,89.02,1501448400.0,25
2017,7,31,3,30,27.9,5.0,1006,237,86.32,1501452000.0,510
2017,7,31,4,30,28.4,5.3,1006,237,84.7,1501455600.0,87
2017,7,31,5,30,28.7,5.6,1005,237,84.12,1501459200.0,299
2017,7,31,6,30,28.9,5.8,1005,237,83.9,1501462800.0,144
2017,7,31,7,30,28.9,6.0,1004,238,84.31,1501466400.0,410
2017,7,31,8,30,28.7,6.2,1003,238,85.31,1501470000.0,466
2017,7,31,9,30,28.4,6.3,1003,238,86.64,1501473600.0,375
2017,7,31,10,30,28.1,6.3,1003,237,87.85,1501477200.0,341
2017,7,31,11,30,27.7,6.0,1003,236,89.61,1501480800.0,280
2017,7,31,12,30,27.2,5.5,1004,233,92.2,1501484400.0,124
2017,7,31,13,30,26.8,5.1,1004,230,93.71,1501488000.0,11
2017,7,31,14,30,26.6,4.9,1005,228,94.39,1501491600.0,0
2017,7,31,15,30,26.5,4.7,1006,226,94.87,1501495200.0,0
2017,7,31,16,30,26.4,4.7,1006,224,95.2,1501498800.0,0
2017,7,31,17,30,26.3,4.6,1005,223,95.4,1501502400.0,0
2017,7,31,18,30,26.2,4.5,1005,223,95.73,1501506000.0,0
2017,7,31,19,30,26.1,4.3,1004,224,95.94,1501509600.0,0
2017,7,31,20,30,26.0,4.1,1004,226,96.23,1501513200.0,0
2017,7,31,21,30,26.0,3.8,1003,229,95.74,1501516800.0,0
2017,7,31,22,30,26.0,3.5,1004,230,95.42,1501520400.0,0
2017,7,31,23,30,25.9,3.4,1004,231,95.62,1501524000.0,0
2017,8,1,0,30,26.3,3.4,1005,236,93.21,1501527600.0,0
2017,8,1,1,30,27.0,3.8,1005,240,91.13,1501531200.0,90
2017,8,1,2,30,27.6,4.1,1006,245,88.77,1501534800.0,293
2017,8,1,3,30,28.2,4.5,1006,246,85.84,1501538400.0,507
2017,8,1,4,30,28.7,4.8,1006,245,83.72,1501542000.0,698
2017,8,1,5,30,29.0,5.2,1006,243,82.66,1501545600.0,845
2017,8,1,6,30,29.2,5.6,1005,240,82.14,1501549200.0,933
2017,8,1,7,30,29.3,5.9,1005,239,82.18,1501552800.0,952
2017,8,1,8,30,29.3,6.2,1004,238,82.2,1501556400.0,901
2017,8,1,9,30,29.1,6.3,1004,237,82.83,1501560000.0,769
2017,8,1,10,30,28.7,6.3,1004,236,84.26,1501563600.0,602
2017,8,1,11,30,28.1,6.1,1004,233,86.74,1501567200.0,398
2017,8,1,12,30,27.4,5.6,1004,229,90.25,1501570800.0,186
2017,8,1,13,30,26.9,5.3,1005,225,92.69,1501574400.0,15
2017,8,1,14,30,26.6,5.1,1006,222,93.9,1501578000.0,0
2017,8,1,15,30,26.5,4.8,1006,220,94.29,1501581600.0,0
2017,8,1,16,30,26.4,4.7,1006,218,94.76,1501585200.0,0
2017,8,1,17,30,26.3,4.7,1006,218,95.17,1501588800.0,0
2017,8,1,18,30,26.2,4.8,1005,218,95.48,1501592400.0,0
2017,8,1,19,30,26.2,4.9,1005,218,95.25,1501596000.0,0
2017,8,1,20,30,26.1,4.8,1004,218,95.48,1501599600.0,0
2017,8,1,21,30,26.1,4.7,1004,219,95.21,1501603200.0,0
2017,8,1,22,30,26.0,4.6,1004,218,95.35,1501606800.0,0
2017,8,1,23,30,26.0,4.5,1004,218,94.98,1501610400.0,0
